"item_id","item","label",,,,,,
"'575754481431769088'","http://t.co/zNoaxgreZv #usa Cyclone Pam: Vanuatu will run out of food 'in a week' as‰Û_ http://t.co/uFWBAFs3Bx http://t.co/zNoaxgreZv #usa","earthquake",,,,,,
"'575754591389683712'","RT @JustJen64: Intrigue by the wave of emotions that come from looking at old school photos &amp"," memories that come flying at you like a brick‰Û_","not informative",,,,,
"'575754805114716160'","Vanuatu president in cyclone appeal: Vanuatu President Baldwin Lonsdale appeals for international help after C... http://t.co/fCKFtJczzW","earthquake",,,,,,
"'575754810651082754'","Nice to know people care about NZ other side of the world. Elderly man in shoe shop in London worried about Cyclone Pam &amp"," impact on NZ","earthquake",,,,,
"'575754860294860800'","RT @ECHO_Asia: .@eu_echo funds #TelecomsSansFrontieres to bridge the communication gap between islands in #Vanuatu after #CyclonePam http:/‰Û_","earthquake",,,,,,
"'575754887008546816'","RT @AlertNet: First #aid teams reach #Vanuatu, find widespread devastation http://t.co/5ybdZF5yl1 #CyclonePam #WCDRR #disaster http://t.co/‰Û_","earthquake",,,,,,
"'575755009565986816'","RT @UNICEF: At least 54k children affected by #CyclonePam in #Vanuatu. We‰Ûªre working to provide immediate assistance http://t.co/QZuBQcmrmG","earthquake",,,,,,
"'575755028268384256'","RT @anthonywx: Strong equatorial Rossby Wave and MJO seen on March 11, 2015 as #CyclonePam and TS #Bavi evolved. http://t.co/8lS9CEf0x8","earthquake",,,,,,
"'575755132920590337'","ECHO by Pam Munoz Ryan has stolen my heart. ‰_•ü Wonderful, sweet, enchanting read!  #4thchat #ReadEveryDay #elemchat","not informative",,,,,,
"'575755155926204417'","Run, build, stay: How islanders survived Vanuatu's cyclone - http://t.co/ZQUos8HiLK #World #news","earthquake",,,,,,
"'575755155955585024'","RT @trocaire: Our Caritas partners are responding to the deadly cyclone in #Vanuatu http://t.co/qDI4IwuXKL","earthquake",,,,,,
"'575755234133180417'","@AllieMarie123 YEP YEP same some girl asked me about when jim and pam stay on the farm and I knew the season and ep. Lolz","not informative",,,,,,
"'575755248251310080'","Vanuatu slams aid agencies http://t.co/ewcohSNMNk","earthquake",,,,,,
"'575755332149972992'","RT @RNZInews: Communication lost as #Cyclone Pam hammers Vanuatu http://t.co/YEPA35zeIC","earthquake",,,,,,
"'575755337812197378'","goodnight I love niall yicel Erin elijah amb dani melissa iris alex jordan jai val em pam gabby damia hailey molly mae grace &amp"," my mutuals‡_ä3","not informative",,,,,
"'575755386579517441'","RT @savechildrenaus: Our team in #Vanuatu are busy distributing much-needed #aid. Thanks to our staff &amp"," supporters! #CyclonePam http://t.co‰Û_","earthquake",,,,,
"'575755407131590657'","Aid Teams Report Devastation and Death After Vanuatu Cyclone","earthquake",,,,,,
"'575755458150993920'","RT @unicefaustralia: ""It's like a bomb has gone off in the centre of the town,"" our colleague says. Countless homes torn apart, communities‰Û_","earthquake",,,,,,
"'575755506473525248'","RT @StarAdvertiser: Crew of Hokule'a hunker down as Cyclone Pam nears New Zealand http://t.co/Ihb5HI4JIm http://t.co/Fvem7uoOci","earthquake",,,,,,
"'575755544725598209'","#Vanuatu devastated by #CyclonePam http://t.co/DFbPpDBIxe","earthquake",,,,,,
"'575755585464877056'","RT @aureliabalpe: Cyclone-proof buildings badly damaged, 1000s in light shelters likely to be affected, #RedCross sending 1000+ tarpaulins ‰Û_","earthquake",,,,,,
"'575755589286031360'","RT @bbcweather: Efforts to rebuild #Vanuatu are speeding up, as supplies begin to reach remote islands: http://t.co/sjrJf6MS3I Jo http://t.‰Û_","earthquake",,,,,,
"'575755600526753792'","Cyclone Pam death toll rises to 24 as Vanuatu begins to assess damage http://t.co/TlWoOJbpJ7 ^Gu","earthquake",,,,,,
"'575755642306080768'","RT @AndyFales: You think the Titanic took on a lot of fluids? Wait 'til the Cyclone fans hit the bars, tonight.","not informative",,,,,,
"'575755716612390913'","NEW on TBN - Brazil legend @Pele to lease his forehead for commercial advertising from next month. http://t.co/hPcxEffS2q #brazil #pele #tbn","not informative",,,,,,
"'575755790134345728'","SYDNEY (Reuters) - One of the Pacific Ocean's most powerful ever storms devastated the island nation of Vanuatu on Saturday, tearing ...","earthquake",,,,,,
"'575755860158332928'","#FerrisGumpHats #RunningfortheUnfortuante people #vanuatucyclonedamage please donate https://t.co/XoOcuE84f2 http://t.co/Xo053tQlep","earthquake",,,,,,
"'575755906635313154'","@_MrsLoganful happy birthday pam ‡_Ê3‡_Ê3","not informative",,,,,,
"'575756052672675840'","RT @AnthonyFarnell: Great network of webcams from #Vanuatu as #CyclonePam approaches. http://t.co/Cxt36Qji30 http://t.co/zUa7nfl9fG","earthquake",,,,,,
"'575756069030531072'","RT @350: We got an overnight update from Vanuatu on Cyclone Pam #TCPam. Thanks Isso! http://t.co/WKDxVVckpy (pic @teoumagirl) http://t.co/U‰Û_","earthquake",,,,,,
"'575756103067115520'","RT @mellberr: ‰ Õ http://t.co/Ox99oLivVm Cyclone Pam: Dozens feared dead in Vanuatu in 'one of worst storms in Pacific ... #Vanuatu   734","earthquake",,,,,,
"'575756184042369024'","RT @guardian: Cyclone Pam destroyed 90% of buildings on Vanuatu, says president ‰ÛÒ video http://t.co/TeRsXbrQuD","earthquake",,,,,,
"'575756286660251648'","Human rights groups say civil liberties and democratic freedoms have suffered during Putin's rule. #humanrights http://t.co/DxYq3NZ0tV","not informative",,,,,,
"'575756309024350209'","@JW1014005 @dlldelta000 I agree...  That interaction has a wealth of untapped potential, especially if we bring Pam along for the ride","not informative",,,,,,
"'575756324539101185'","RT @WideRtNattyLt: Congratulations to everyone who jumped on the Iowa State bandwagon.. It took only one game for you to get the full Cyclo‰Û_","not informative",,,,,,
"'575756475961896960'","Eight dead as Pam slams Vanuatu: EIGHT people confirmed dead from Cyclone Pam in Vanuatu with fears for dozens... http://t.co/HzWAPmSKTi","earthquake",,,,,,
"'575756482962128896'","RT @spc_cps: Series of #CyclonePam assistance maps from @spc_cps Statistics Division @vnso_stats  @prismstats http://t.co/t5kvM6hApF ‰Û_","earthquake",,,,,,
"'575756490264350722'","RT @SSMAAds: Fierce Tropical Cyclone Pam is pinwheeling into Fiji and Vanuatu: Tropical Cyclone Pam is continuing to gain s... http://t.co/‰Û_","earthquake",,,,,,
"'575756641703981058'","Why hasn‰Ûªt Ottawa sent the DART team to Vanuatu? | iPolitics   http://t.co/dKYOMkP4rz","earthquake",,,,,,
"'575756703402065920'","RT @Rorymckenna93: This whole time we were waiting for Cyclone Pam...but really it was Cyclone Natalia. #xfactornz","not informative",,,,,,
"'575756766610386945'","RT @photogramel: How is this not our own version of apartheid? WA Aboriginal people denied entry to 'tourist' cyclone shelter. Vile http://‰Û_","not informative",,,,,,
"'575756797950062592'","On this day for March 24 - #Cyclone Jasper (pictured) forms, along with Izilda and S. Atlantic storm Catarina http://t.co/L2coZd1zfx","earthquake",,,,,,
"'575756815746531328'","RT @savechildrenaus: @martaduss We‰Ûªd love your support to RT #CyclonePam appeal - 75k kids need urgent help. Donate @savechildrenaus: http:‰Û_","earthquake",,,,,,
"'575756881366511616'","RT @HelenSzoke: RT @OxfamAustralia: OxfaminVanuatu's @Colincvr, on what it's like to face up to a cyclone of this size &amp; ferocity. http://t‰Û_","earthquake",,,,,,
"'575756888295370752'","RT @guardian: Vanuatu disaster: the island hit by an earthquake, a volcano then cyclone Pam http://t.co/fi5QsmTZ2W","earthquake",,,,,,
"'575756948525600768'","Aid workers scramble to help cyclone victims: The fury of Tropical Cyclone Pam, one of the most powerful storm... http://t.co/gMcGc2CNtu","earthquake",,,,,,
"'575757048270450688'","Cyclone Pam Tears Through Vanuatu: Tropical Cyclone Pam has killed at least eight people around the Vanuatu ca... http://t.co/gItLMl9E9D","earthquake",,,,,,
"'575757122534838272'","RT @EricWatsonNZ: But we r 20 years as a club so I will donate a further $10k to make it $20000 for 20 years #warriorsforever #Vanuatu http‰Û_","earthquake",,,,,,
"'575757291787395072'","As cyclone bore down, Vanuatu president, disaster officials left for conference - Channel News Asia http://t.co/GB2OqZlSs6","earthquake",,,,,,
"'575757292370440193'","Emergency help for #Vanuatu following #CyclonePam http://t.co/vWqm9a1v7b via @PFIntl #relief #reconstruction","earthquake",,,,,,
"'575757332405166080'","RT @cnnbrk: Red Cross: ""Unbelievable destruction"" in Port Vila, Vanuatu, from Tropical Cyclone Pam. http://t.co/O6X3DwyU8p http://t.co/MrId‰Û_","earthquake",,,,,,
"'575757409089519616'",".@VeganAri @katastraphe007 @MikkoAlanne @Jtillathekilla2 @FrankRadioIO in honor of sam: 1) pam anderson 2) broadway 3) poker! ‡_Ê4 ‡_Ê4 ‡_Ê4","not informative",,,,,,
"'575757409114681344'","RT @wunderground: Look at this intimidating image of Category 5 #Pam as it tracks toward the southern #Vanuatu Islands. http://t.co/Zlncyg7‰Û_","earthquake",,,,,,
"'575757409118896128'","World Run, Build, Stay: How Islanders Survived Vanuatu‰Ûªs Cyclone: TANNA ISLAND, Vanuatu‰ÛÓWhen her roof started‰Û_ http://t.co/SB0IQbWtjm","earthquake",,,,,,
"'575757453452668928'","2-40 hidden cyclone 1 pt ew 11-1 hills Vcbet bet365 betway 10-1 tote/Fred others 4-40 Grand Vision 16-1 Vcbet 14-1 coral (5 places) general","earthquake",,,,,,
"'575757484104663040'","Thinking of u all in #vanuatu; specially families with young children, pregnant mothers and the elderly. V. Proud #NZ's first on the scene.","earthquake",,,,,,
"'575757486734495744'","RT @bbcweather: #Cyclone #Pam is in top 5 most intense tropical storms recorded on Earth. http://t.co/48VSYlXFbk Jo http://t.co/qCifhwEl6x","earthquake",,,,,,
"'575757526819471362'","Cyclone Pam: Why Japan is a leader in disaster relief (+video) - Christian Science Monitor http://t.co/350GtPxble","earthquake",,,,,,
"'575757615600373760'","WL Toys V262 Cyclone UFO 4 Channel 6 Axis Gyro Quadcopter 2.4Ghz Ready to Fly (Green) http://t.co/v7KbTZVbNK","not informative",,,,,,
"'575757701046665216'","@VampireBarbie99 *looks at her and laughs* I think everybody knows that Pam. After all, you are lazy, but loyal. *winks at her and sticks~","not informative",,,,,,
"'575757844928036865'","RT @billmckibben: The cyclone pounding Vanuatu is so huge it caused flooding 700 miles away on Tuvalu. http://t.co/ojqGOFwlAx @350Pacific","earthquake",,,,,,
"'575757898409775104'","Vanuatu comms still down! Hope everyone is ok","earthquake",,,,,,
"'575757977799430144'","OxfamInVanuatu: you can help Vanuatu recover from devastating #CyclonePam How? Please visit http://t.co/yDolsUmpXt now. Thanks!","earthquake",,,,,,
"'575757998296977408'","RT @luke_ablett: Here's another great organisation to donate to, partnering with my old host organisation, Live and Learn #CyclonePam https‰Û_","earthquake",,,,,,
"'575758083584032768'","@RyanMaue ""rising risks from extreme weather and climate change"" Vanuatu faces sea level rise - new. Cyclones - not. http://t.co/amvEiFoigC","earthquake",,,,,,
"'575758083848323072'","RT @JacqueeSpeight: ‰ÛÏ@350: Beginning to see extent of damage in Vanuatu from mega-storm Cyclone Pam. @350Pacific #TCPam http://t.co/JZtJEC1‰Û_","earthquake",,,,,,
"'575758139225698304'","RT @TR_Foundation: .@Federation says #CyclonePam survivors in #Vanuatu need urgent help, launches $3.2 mln appeal http://t.co/PKzRgAFyhO ht‰Û_","earthquake",,,,,,
"'575758159261794304'","RT @AFP: #BREAKING Vanuatu cyclone has damaged up to 90% of capital's houses, Oxfam says","earthquake",,,,,,
"'575758166211715072'","RT @AdventistIAD: 4 Adventist Churches destroyed in Vanuatu cyclone. http://t.co/oi3RRTgswn","earthquake",,,,,,
"'575758203683663872'","Early footage of Cyclone Pam hitting NZ: https://t.co/RBxjB2aPq9","earthquake",,,,,,
"'575758319576612864'","Episode 2 of The Story of DART Vanuatu. Get an insight into the initial steps of an assessment. http://t.co/JmvmfF0kW7 #CyclonePam #Vanuatu","not informative",,,,,,
"'575758398895046656'","RT @adoptitil: Pam N @BCBS IL case study - Their adoption of IT best practice was really all about organizational change. #cobitconf #itsm ‰Û_","not informative",,,,,,
"'575758469149499392'","U.N. targets shelter, water in $29.9 million appeal for cyclone-hit Vanuatu: LONDON (Thomson Reuters Foundatio... http://t.co/4oXwixRb8B","earthquake",,,,,,
"'575758481317302272'","RT @EaccNet: Vanuatu: Cyclone Pam One Of Worst In Pacific History | Humanitarian News http://t.co/NV79qgeG1z","earthquake",,,,,,
"'575758558211403776'","How Australia is helping Vanuatu - The Australian http://t.co/4JXK1uFTRn #Aust","earthquake",,,,,,
"'575758586401419264'","Tropical cyclone batters Vanuatu"," dozens feared dead  http://t.co/nPIfP8NX5m","earthquake",,,,,
"'575758727694827520'","Mcm best je rumah RT @LukeShaw3: Finished training for the day. Back home chilling watching footballs greatest #Pele http://t.co/BoEYnKxfwp","not informative",,,,,,
"'575758789493706752'","Evacuated Goulburn Island needs own cyclone shelter: NT Chief Minister http://t.co/lsxJkZ30s9","earthquake",,,,,,
"'575758803699900416'","Last #Carnarvon #Bananas Salvaged After #Cyclone #Olwyn Packed And Sent To #Perth: http://t.co/ggxCC42Q6G #CycloneOlwyn #TCOlwyn #PerthNews","earthquake",,,,,,
"'575758879327416321'","RT @ange_anderson: Cyclone Nathan is set to make landfall in Far North Queensland on Friday as a category 3. Right now 550kms NE of Cairns","earthquake",,,,,,
"'575758916732215297'","RT @UNICEF: #WaterIs starting to flow in #Vanuatu - Hilson from @UnicefAsiaPac tests water from newly restored supply system http://t.co/tJ‰Û_","earthquake",,,,,,
"'575759006590988289'","Tropical Cyclone Pam Pounds South Pacific Islands, Dozens Feared Dead http://t.co/tUDcyZojd6","earthquake",,,,,,
"'575759060743684096'","ADRA Vanuatu is ready &amp"," on standby as we monitor the category 5 #CyclonePam currently battering #Vanuatu. Updates to come. #ADRAresponds","earthquake",,,,,
"'575759118415175680'","OMG PAM IS PREGNANT, YES","not informative",,,,,,
"'575759140989104128'","Cyclone Pam lashes Vanuatu. Worst storm in living memory. http://t.co/zevvTS4uFv via @theage","earthquake",,,,,,
"'575759169556381696'","24 killed &amp; 3,300 displaced after Cyclone Pam struck #Vanuatu, UN says http://t.co/XSQfo0c1hj http://t.co/LyGvqVZAhQ","earthquake",,,,,,
"'575759180100825089'","RT @CARE: ‰ÛÏWe woke up today to complete and total devastation,"" says @CARE in #Vanuatu. http://t.co/7Tt0bv2IQn #CyclonePam, #TCPam","earthquake",,,,,,
"'575759350830075904'","#wearethepeople Tropical Cyclone Pam strengthens into Category 5 storm, slams Vanuatu capital - CNN http://t.co/PhY5Ld1YIr","earthquake",,,,,,
"'575759407193022464'","RT @cura_alsaban: #retweet: RT AJENews: At least 8 confirmed dead after Category 5 cyclone hits Vanuatu"," Death toll could rise ‰Û_ http://t.c‰Û_","earthquake",,,,,
"'575759442479747072'","Red Cross #CyclonePam appeal for #Vanuatu: http://t.co/u1v710vTu3","earthquake",,,,,,
"'575759445042528257'","Aid agencies to begin helicopter flights to cyclone-stricken Vanuatu http://t.co/OnGRpLmsqa","earthquake",,,,,,
"'575759454085496832'","RT @unicefusa: ""Unbelievable destruction"" reported as #CyclonePam hits #Vanuatu. How UNICEF is taking action &amp; how you can help: http://t.c‰Û_","earthquake",,,,,,
"'575759537149382656'","RT @TheUsNewz: Massive cyclone wallops tiny Pacific archipelago #Portland http://t.co/nlQZYQauEg","earthquake",,,,,,
"'575759581663526912'","RT @TheBodyShopUK: @PamThornes Aww such a lovely tweet! We're so thrilled you were happy with the service Pam ^SB","not informative",,,,,,
"'575759640236965888'","RT @lomagss: The montage of Pam and Jim's relationship over the years... C R Y I N G","not informative",,,,,,
"'575759645983158272'","RT @ncbn: Houses for Cyclone-hit people of Visakhapatnam, Vizianagaram and Srikakulam will be completed before October 12th.","earthquake",,,,,,
"'575759656485658624'","RT @smnaustralia: VANUATU #Socialmedia reveals the scale of devastation left in #CyclonePam's wake!...http://t.co/qQfZed6tiC #auspol http:/‰Û_","earthquake",,,,,,
"'575759657559572480'","RT @STForeignDesk: Dozens feared dead as #CyclonePam pounds Pacific island of #Vanuatu http://t.co/fMV9oPjdoe http://t.co/ctrXW4VXi6","earthquake",,,,,,
"'575759711716405249'","Cyclone Pam cleanup gets underway in Vanuatu ‰ÛÒ in pictures: Emergency aid is beginning to flow into the Pacifi... http://t.co/xJ21WpMtle","earthquake",,,,,,
"'575759736475271168'","@Lilly_M_Pinto I dnt think we have a military presence in #Vanuatu","earthquake",,,,,,
"'575759749108535296'","How to help those in Vanuatu: Just as meteorologists feared, Tropical Cyclone Pam has pummeled the island nati... http://t.co/h6CtsDDiFU","earthquake",,,,,,
"'575759847079157761'","Latest images from #Vanuatu shows widespread devastation after #CyclonePam hits the island https://t.co/JFlohLb1Zx","earthquake",,,,,,
"'575759876137304064'","I might just take the boys to the school pool today......Poo, Pam put pools out of action | http://t.co/vx5DO0uMGA","not informative",,,,,,
"'575759905694466048'","Eruptions, quakes, cyclones: Vanuatu man survives them all: EFATE, Vanuatu     (AP) -- Volcanic eruptions, lan... http://t.co/LEujbqArWW","earthquake",,,,,,
"'575759986908786688'","@NotDrLatimer dinner with pam's family","not informative",,,,,,
"'575760034929377280'","@pammcf6 thank you pam ily","not informative",,,,,,
"'575760057138221056'","RT @SputnikInt: #UN Humanitarian Office Sends Assessment Team to Cyclone-Hit #Vanuatu http://t.co/lLWZJCLu7y http://t.co/mGMAaIvH9q","earthquake",,,,,,
"'575760087031095296'","RT @johnspatricc: åÈ http://t.co/s0P3CC8QUR Cyclone Pam #CyclonePam Watching out for Cyclone Pam åÈ UPDATE åÈ New South Wales AUS Newcast‰Û_ htt‰Û_","earthquake",,,,,,
"'575760134380650496'","#FF @ConvoyofHope 80,000 pounds of food, water and supplies headed to #Vanuatu #TCPam #ReliefVU #hmrd","earthquake",,,,,,
"'575760307307479040'","#2: Pampers Swaddlers Diapers Size 3 Economy Pack Plus 162 Count: Pampers Swaddlers Diapers Size 3 Economy Pack Plus 162 Count by Pam...","not informative",,,,,,
"'575760307320049664'","I think I want to make a Tshirt that says - I survived Cyclone Pam. Let's sell it and send money to help the people of Vanuatu.","earthquake",,,,,,
"'575760307324252161'","RT @JustineGreening: 3 more @DFID_UK experts deploying to assess needs in #Vanuatu. å£500k now allocated to @federation #CyclonePam appeal h‰Û_","earthquake",,,,,,
"'575760336420257792'","I JUST RAN UP A GIANT HILL IN THE RAIN RIGHT BEFORE A CYCLONE SEARCHING FOR HUSKIES I AM NOT OKAY","not informative",,,,,,
"'575760340815736832'","@pamelaaobrien morning Pam spring not yet here but soon http://t.co/UrjTo7uUqQ","earthquake",,,,,,
"'575760387045359618'","Organo Gold  Tropical Cyclone Pam becomes Category 5 storm, menaces Vanuatu - CNN‰Û_ http://t.co/h5t3Mo5LFg &gt;&gt; http://t.co/YWcnLq0JJD","earthquake",,,,,,
"'575760392162537472'","RT @5SOSDaily_Posts: Tagged by @_awakeinadream_ ‡_ÊA #vote5sos #KCA  1. Pam  2. Calum  3. Philippines  4. Summer  5. ‡_Á9 http://t.co/UC7ZYsii2U","not informative",,,,,,
"'575760405835816960'","@ShowTime_McKay thank you for bringing a new dimension to our team.  Pure heart and energy.  Dont question yourself-cyclone nation doesnt.","earthquake",,,,,,
"'575760469497085952'","RT @wxtrackercody: The sun is up over #Pam as the eye moves directly over the island of Tanna: http://t.co/Yug4zyqsgS","earthquake",,,,,,
"'575760571276136449'","Cyclone Tim - Update 2 (March 15, 2013) http://t.co/AWLPe4kyBB","earthquake",,,,,,
"'575760574488797185'","Cyclone Pam: Aid Flies out to Help Survivors of One of South #BathAndNorthEastSomerset http://t.co/b63EjGyABE","earthquake",,,,,,
"'575760578175627265'","Up to 96% #Vanuatu crops destroyed, leaving people w/ no alternative food stocks. Flash Appeal #TCPam @UNOCHA_ROP http://t.co/uqjDDPddIH","earthquake",,,,,,
"'575760581728272384'","RT @NASA_EO: You can track #Cyclone #Pam's movement with the Worldview browser. http://t.co/uk6BANV8Ec http://t.co/axFBRXhOMm","earthquake",,,,,,
"'575760609402228736'","Lana Takau from Vanuatu is completing a PhD in Linguistics @Uni_Newcastle about the endangered Nese language #WithVanuatu @jillemberson","not informative",,,,,,
"'575760616805134336'","RT @CBContheisland: BREAKING | Victoria's Michael Beaudoin is safe in #Vanuatu. The 18-year-old was volunteering with a teaching program. #‰Û_","earthquake",,,,,,
"'575760648396632064'","@V4NU4TU Click http://t.co/TklaHDy7NN: #PAM(260kph) exits #VANAUTU isles-Squalls to effect #MARE #LIFOU #NEWCALEDONIA http://t.co/BXBNo78TyJ","earthquake",,,,,,
"'575760671574372354'","RT @PatrickMeier: Calling All #DigitalJedis: Support UN Disaster Assessments for #CyclonePam! Simple as a click! Go to http://t.co/j17M2wzy‰Û_","earthquake",,,,,,
"'575760676041330689'","Aid workers say 8 people confirmed dead in Vanuatu cyclone http://t.co/FLxdn2dhDp (AP) #news","earthquake",,,,,,
"'575760733482401792'","Mass vaccinations in Vanuatu in cyclone aftermath ‰ÛÒ The Hindu http://t.co/XbPMf7sjnW http://t.co/BDEl3HYjVO","earthquake",,,,,,
"'575760832878923776'","RT @natashamitchell: More options for donating to #Vanuatu after #cyclonepam #tcpam  http://t.co/LSUpC0HfHP Help communities rebuild their ‰Û_","earthquake",,,,,,
"'575760859093323776'","Bishop to visit cyclone-devastated Vanuatu: Foreign Minister Julie Bishop flies to Vanuatu today to assess the... http://t.co/EYPNyp1Zw6","earthquake",,,,,,
"'575760882199736320'","Earthquake in Vanuatu. Very not needed right now for them!","earthquake",,,,,,
"'575760903708143617'","RT @PatsKarvelas: Last plug:  ABC Red Cross Cyclone Pam Vanuatu Appeal. To Donate go to: http://t.co/NkxfLa4v0D OR http://t.co/AmorGVjbUL c‰Û_","earthquake",,,,,,
"'575760932476821504'","RT @nzherald: More than 40 people have been evacuated in Gisborne district this morning. #CyclonePam live updates: http://t.co/UTSnVZkX51","earthquake",,,,,,
"'575761013133340673'","RT @SamaritansPurse: #CyclonePam brought complete devastation to #Vanuatu. See how we're helping: http://t.co/cOTyddlDpn http://t.co/cPq9N9‰Û_","earthquake",,,,,,
"'575761019684974592'","Vanuatu conditions &amp","#039","more difficult&amp","#039"," than Philippines typhoon http://t.co/Wsei6rcWF0  #trending #Startups #News #Kendrick #Tech","earthquake",,
"'575761095622803458'","@BauervanStraten  Who would win a battle, Pam or Mal? #AskKristin ‡_ÊD","not informative",,,,,,
"'575761186102235137'","Vanuatu residents remain in shelters after massive cyclone - http://t.co/QnVFwIF4Sg","earthquake",,,,,,
"'575761213969162242'","RT @chinmaykrvd: Center told AP government it is going to release another 1000 crores 4 HudHud cyclone.Till now Center has promised 4000 cr‰Û_","earthquake",,,,,,
"'575761297649721344'","Thanks Pam for giving me the best advice ever.","not informative",,,,,,
"'575761338082926594'","Cyclone Pam: Vanuatu residents collect corpses in wake of monster storm http://t.co/MLMbDpp3pR","earthquake",,,,,,
"'575761366839001088'","Fears for food supplies in Vanuatu as capital cleans up http://t.co/AKiyufRVvt","earthquake",,,,,,
"'575761400808656896'","RT @UNOCHA: #TCPam - 1 of strongest storms in Sth Pacific in years - left trail of destruction in #Vanuatu (Photos:@UNICEF) http://t.co/qs1‰Û_","earthquake",,,,,,
"'575761425760587776'","RT @Meteovargas: #Sismo M 5.0 - 119km NE of We, New Caledonia http://t.co/rVVw6aSJrM #USGS","earthquake",,,,,,
"'575761440704856065'","North Philly's Jesse Hart &amp"," dad Cyclone train in @nliberties for a middleweight title shot: http://t.co/gJuPy5GaMC","not informative",,,,,
"'575761546627825665'","GoogleTrend 1:UFC 2:BristolPalin 3:MichiganStateBasketball 4:Pi 5:Cinderella2015 6:FridayThe13th 7:Vanuatu http://t.co/QcUxLApFvF","not informative",,,,,,
"'575761570732580865'","Monster storm rips vulnerable Vanuatu: Pam is the strongest storm to make landfall in the Pacific typhoon regi... http://t.co/SeFAZbNEW1","earthquake",,,,,,
"'575761609425088512'","http://t.co/HUv2vGQd3d-top stories What Vanuatu looks like now http://t.co/uJcmu7DK43","earthquake",,,,,,
"'575761643717570562'","RT @NBCNews: Deaths, devastation as Cyclone Pam smashes Pacific islands http://t.co/Z7RARSD5JN http://t.co/NPmv0a0CU2","earthquake",,,,,,
"'575761739544936448'","RT @RT_com: Over half of Vanuatu‰Ûªs population affected by Cyclone Pam ‰ÛÒ UN http://t.co/ujxnClSUCx http://t.co/gLB5h5hqI8","earthquake",,,,,,
"'575762158551613440'","RT @unisdr: Vanuatu in state of emergency, Tuvalu says 45% of population displaced by #CyclonePam #WCDRR http://t.co/kPTMBvs2KM http://t.co‰Û_","earthquake",,,,,,
"'575762208371539968'","'Spaces of Aid' has sadly become more topical with #humanitarianaid dispatched to South Pacific after #CyclonePam http://t.co/MDPUXTjzVg","earthquake",,,,,,
"'575762251929419777'","#Utah #¯¤ôã¯¬¯_¯±ô_ô  Vanuatu slams lack of aid coordination, says food running out http://t.co/XpJPyVNvrq #new_mexico #Bahrain","earthquake",,,,,,
"'575762395211104259'","Breaking news: Vanuatu devastated by Cyclone Pam death toll rising: Source: http://t.co/al7VkBvomh‰Û_ http://t.co/xk20pAobTH","earthquake",,,,,,
"'575762440102809600'","""@WFPGovts:#Vanuatu:@WFP helps govt-led response relief &amp; food assistance with support from #Australia,#UAE &amp; @USAID http://t.co/ofLPEJugzB""","earthquake",,,,,,
"'575762443743399936'","Death toll after Super Cyclone Pam expected to rise http://t.co/KDN2u6wzYv","earthquake",,,,,,
"'575762556222050304'","Where is Tropical Cyclone Pam headed next?: CNN meteorologist Derek Van Dam shows the path and destruction of ... http://t.co/i4BUuOcSsR","earthquake",,,,,,
"'575762698123632641'","RT @foxylabuck: Take care NZ. The view of #CyclonePam from space as the storm heads for #NZ http://t.co/yJHWvDVjTY‰Û","earthquake",,,,,,
"'575762709439885312'","RT @HumanityRoad: #Vanuatu Big hugs to @CAREAustralia for helping 195 ppl including 3 #DAFN into evac centers  http://t.co/kyON8TKr8v #TCPa‰Û_","earthquake",,,,,,
"'575762752955809792'","Swedish national among those killed in storm-ravaged Vanuatu http://t.co/eBtVs4Fo5m","earthquake",,,,,,
"'575762802171756544'","RT @savechildrenaus: Thanks to @Aus_AirForce, these supplies are in the air with the @savechildrenaus team, en route to #Vanuatu #TCPam htt‰Û_","earthquake",,,,,,
"'575762805892124672'","I am.m not okay and britt and pam left me","not informative",,,,,,
"'575762834379902976'","RT @ABC: Death toll rises in Pacific cyclone http://t.co/k3qIY5Wa4h","earthquake",,,,,,
"'575762964701122561'","RT @OxfamIreland: ""People of #Vanuatu are going to need a lot of help,"" says @jimclarken http://t.co/jVX7o0rOJV via @Independent_ie","earthquake",,,,,,
"'575762996955209728'","Vanuatu cyclone survivors grow desperate for supplies:  http://t.co/b44I6F33eq","earthquake",,,,,,
"'575763006572863488'","Vanuatu: Vanuatu: Tropical Cyclone Pam Situation Report No. 9 (as of 23 March 2015) http://t.co/jnaynGLsty","earthquake",,,,,,
"'575763182557466624'","Motorcycle Outdoor Starage Cover for Buell Lighting Firebolt Blast Cyclone http://t.co/q2qc2qBahl http://t.co/XftKgcvW0V","not informative",,,,,,
"'575763208352370689'","JIM WAS ABOUT TO FUCKING TELL PAM AND HER FAT SLOB FIANCÌä COCK BLOCKED HIM HAHAHAHHAA","not informative",,,,,,
"'575763266611343360'","Deadly Cyclone Pam Leaves Vanuatu, Targets New Zealand: At least eight people are dead in the wake of powerful... http://t.co/vqaPPw4JnO","earthquake",,,,,,
"'575763314002755585'","Whoah, calm down Pam.. Do you want to talk about it? @pamsandiego http://t.co/SU3lUk7wLX","not informative",,,,,,
"'575763419887988737'","Port-A-Cool Vinyl Cover for Cyclone 2000 (PAC-CVR-C2) http://t.co/DXzSvAbIOF http://t.co/jIU02nVtr1","not informative",,,,,,
